1;agent0;20.19777;0;2.485348;cell20-2
1;agent1;52.20377;0;5.947339;cell52-4
1;agent2;43.08678;0;4.776625;cell42-4
1;agent3;66.18356;0;2.262;cell66-2
1;agent4;73.19244;0;3.541294;cell72-2
1;agent5;57.39796;0;5.379169;cell56-4
1;agent6;37.24412;0;6.003913;cell36-4
1;agent7;66.9954;0;4.363823;cell66-4
1;agent8;25.56511;0;5.83608;cell24-4
1;agent9;53.52909;0;3.221597;cell52-2
1;agent10;74.07233;0;2.495148;cell74-2
1;agent11;39.31248;0;2.839543;cell38-2
1;agent12;52.29522;0;4.756786;cell52-4
1;agent13;65.7309;0;3.180419;cell64-2
1;agent14;4.346622;0;4.092553;cell4-4
1;agent15;76.10318;0;3.959549;cell76-2
1;agent16;54.76496;0;5.235684;cell54-4
1;agent17;36.74799;0;2.659772;cell36-2
1;agent18;37.46592;0;5.004459;cell36-4
1;agent19;29.6081;0;4.90629;cell28-4
1;agent20;4.884479;0;2.684783;cell4-2
1;agent21;9.266943;0;2.928496;cell8-2
1;agent22;31.33258;0;5.536679;cell30-4
1;agent23;39.39912;0;3.800108;cell38-2
1;agent24;17.3338;0;4.320809;cell16-4
1;agent25;38.24796;0;3.908748;cell38-2
1;agent26;34.79837;0;3.124476;cell34-2
1;agent27;8.411033;0;3.204706;cell8-2
1;agent28;16.52159;0;2.457505;cell16-2
1;agent29;43.46117;0;3.70586;cell42-2
1;agent30;2.238518;0;5.614846;cell2-4
1;agent31;76.3274;0;5.731569;cell76-4
1;agent32;44.41058;0;3.536409;cell44-2
1;agent33;16.92549;0;5.716516;cell16-4
1;agent34;61.86591;0;2.473026;cell60-2
1;agent35;23.11088;0;3.378843;cell22-2
1;agent36;46.74837;0;2.179422;cell46-2
1;agent37;44.18565;0;5.54684;cell44-4
1;agent38;50.22032;0;5.91935;cell50-4
1;agent39;15.22929;0;2.239518;cell14-2
1;agent40;7.596998;0;2.717698;cell6-2
1;agent41;56.22472;0;5.070364;cell56-4
1;agent42;53.62215;0;4.045866;cell52-4
1;agent43;33.18306;0;4.789011;cell32-4
1;agent44;40.08935;0;5.143495;cell40-4
1;agent45;2.290032;0;3.188972;cell2-2
1;agent46;10.8243;0;3.747251;cell10-2
1;agent47;24.63351;0;4.863225;cell24-4
1;agent48;28.52655;0;4.565656;cell28-4
1;agent49;58.60778;0;3.316971;cell58-2
1;agent50;64.8466;0;3.827903;cell64-2
